"","houses","numocc","numFem","numMale","oldest","youngest","headsex","headage","net","under5","under1","under18","periph","lat","lon","hspray","site","elev","lang"
"222","KBW_1_0094",3,1,2,85.91,20.87,"F",85.91,0,0,0,0,1,-0.0801,34.971183,3,2,1198,2
"223","KBW_1_0092",3,2,1,57.89,10.86,"M",57.89,0,0,0,2,0,-0.080117,34.97105,3,2,1198,2
"224","KBW_2_0003",2,1,1,18.87,17.87,"M",18.87,0,0,0,1,0,-0.080117,34.9725,2,2,1186,2
"225","KBW_3_0033",6,2,4,60.9,5.86,"M",60.9,0,0,0,4,0,-0.080117,34.980433,6,2,1189,2
"226","KBW_2_0027",6,2,4,42.88,8.86,"F",42.88,0,0,0,4,0,-0.080117,34.972317,6,2,1193,2
"227","KBW_2_0029",4,3,1,28.87,1.85,"F",28.87,0,2,0,3,0,-0.080117,34.971683,4,2,1194,2
"228","KBW_1_0099",8,3,5,45.88,1.85,"M",45.88,0,2,0,6,0,-0.080133,34.967217,8,2,1191,2
"229","KBW_1_0098",7,3,4,50.89,1.85,"M",50.89,0,1,0,5,0,-0.08015,34.966067,7,2,1191,2
"230","KBW_2_0009",4,3,1,37.88,4.86,"F",37.88,0,1,0,3,0,-0.08015,34.97515,4,2,1192,2
"231","KBC_6_0117",5,4,1,70.17,7.72,"F",70.17,0,0,0,3,0,-0.080167,34.998067,5,2,1198,2
"232","KBW_1_0101",3,1,2,55.89,28.87,"M",55.89,0,0,0,0,0,-0.080233,34.968567,3,2,1193,2
"233","KBW_2_0030",7,4,3,31.88,1.85,"M",31.88,0,2,0,5,0,-0.080233,34.971833,7,2,1194,2
"234","KBC_6_0119",4,2,2,48.82,14.47,"F",48.82,0,0,0,1,0,-0.08025,34.997283,4,2,1196,2
"235","KBW_1_0073",1,1,0,61.9,61.9,"F",61.9,0,0,0,0,0,-0.080267,34.9679,1,2,1190,2
"236","KBW_1_0071",2,1,1,26.87,2.86,"M",26.87,0,1,0,1,0,-0.080283,34.96965,2,2,1196,2
"237","KBW_2_0024",2,1,1,72.9,63.9,"M",72.9,0,0,0,0,0,-0.0803,34.97295,2,2,1194,2
"238","KBW_1_0100",10,3,7,48.89,1.85,"F",48.89,0,2,0,7,0,-0.080317,34.968367,10,2,1193,2
"239","KBW_3_0049",7,4,3,50.89,10.87,"M",50.89,0,0,0,5,0,-0.080317,34.97755,7,2,1182,2
"240","KBC_6_0120",2,1,1,22.31,20.14,"M",22.31,0,0,0,0,0,-0.0804,34.997467,0,2,1196,2
"241","KBW_1_0076",4,1,3,27.87,1.85,"M",27.87,0,2,0,2,0,-0.080433,34.968033,4,2,1189,2
"242","KBW_3_0062",4,2,2,29.88,2.86,"F",29.88,0,1,0,3,0,-0.080467,34.9767,4,2,1190,2
"243","KBW_2_0008",2,1,1,47.89,40.88,"M",47.89,0,0,0,0,0,-0.080467,34.975133,2,2,1191,2
"244","KBW_1_0069",2,1,1,25.87,21.87,"M",25.87,0,0,0,0,0,-0.080517,34.96715,2,2,1189,2
"245","KBW_3_0032",5,2,3,38.88,6.86,"M",38.88,5,0,0,3,0,-0.080517,34.980017,5,2,1189,2
"246","KBW_2_0031",3,1,2,34.88,9.86,"M",34.88,0,0,0,1,0,-0.080517,34.97175,3,2,1194,2
"247","KBW_3_0061",3,2,1,53.89,13.87,"M",53.89,0,0,0,1,0,-0.08055,34.9767,3,2,1190,2
"248","KBW_2_0012",6,2,4,31.88,3.86,"M",31.88,0,1,0,4,0,-0.080617,34.973317,6,2,1191,2
"249","KBC_6_0121",8,5,3,41.24,0.13,"M",41.24,0,2,1,6,0,-0.080633,34.99725,8,2,1196,2
"250","KBW_3_0052",5,2,3,24.87,3.86,"M",24.87,0,2,0,3,1,-0.080633,34.97825,5,2,1183,2
"251","KBW_1_0082",6,3,3,38.88,1.85,"F",38.88,0,2,0,4,0,-0.080683,34.96905,6,2,1194,2
"252","KBW_3_0050",4,1,3,36.88,3.86,"F",36.88,0,1,0,3,0,-0.0807,34.976683,4,2,1182,2
"253","KBW_1_0089",2,1,1,86.92,82.91,"F",82.91,0,0,0,0,0,-0.080733,34.970867,2,2,1199,2
"254","KBW_1_0068",5,3,2,34.88,3.86,"M",34.88,1,1,0,3,0,-0.080733,34.9668,5,2,1190,2
"255","KBW_1_0070",2,1,1,75.91,65.9,"M",75.91,0,0,0,0,0,-0.080733,34.967283,2,2,1191,2
"256","KBW_3_0019",4,1,3,54.9,5.86,"F",54.9,0,0,0,3,0,-0.080783,34.98295,4,2,1188,2
"257","KBW_3_0018",2,1,1,80.91,70.91,"M",80.91,0,0,0,0,0,-0.0808,34.982867,2,2,1187,2
"258","KBW_3_0063",5,4,1,45.89,5.86,"M",45.89,0,0,0,3,0,-0.08085,34.976167,5,2,1191,2
"259","KBW_3_0064",3,2,1,40.88,6.86,"F",40.88,0,0,0,2,0,-0.080867,34.976283,3,2,1192,2
"260","KBW_3_0065",4,1,3,74.91,10.87,"M",74.91,0,0,0,1,0,-0.080867,34.97665,4,2,1193,2
"261","KBW_2_0032",2,1,1,76.91,16.87,"F",76.91,0,0,0,1,0,-0.080867,34.972233,2,2,1194,2
"262","KBW_3_0023",9,2,7,62.9,10.87,"M",62.9,0,0,0,3,0,-0.080883,34.981533,9,2,1189,2
"263","KBW_1_0081",2,1,1,21.87,19.87,"M",21.87,0,0,0,0,0,-0.0809,34.968367,2,2,1193,2
"264","KBC_6_0122",10,5,5,50.16,1.21,"M",50.16,0,1,0,5,0,-0.080917,34.9972,10,2,1196,2
"265","KBW_1_0084",5,2,3,37.88,4.86,"M",37.88,0,1,0,3,0,-0.08095,34.9698,5,2,1194,2
"266","KBW_2_0014",8,4,4,47.89,7.86,"M",47.89,0,0,0,4,0,-0.081017,34.97385,8,2,1193,2
"267","KBW_2_0020",4,3,1,46.89,1.85,"M",46.89,0,1,0,2,0,-0.08105,34.973133,4,2,1196,2
"268","KBW_2_0021",3,2,1,20.87,1.85,"F",20.87,0,2,0,2,0,-0.0811,34.974317,3,2,1194,2
"269","KBW_3_0020",1,1,0,80.91,80.91,"F",80.91,0,0,0,0,0,-0.081133,34.984017,1,2,1186,2
"270","KBW_2_0013",3,1,2,70.9,20.87,"M",70.9,0,0,0,0,0,-0.08115,34.973967,3,2,1192,2
"271","KBW_3_0022",6,2,4,49.89,2.86,"M",49.89,0,2,0,4,0,-0.081183,34.98375,6,2,1188,2
"272","KBW_2_0067",4,1,3,32.88,10.86,"F",32.88,0,0,0,3,0,-0.081217,34.975267,4,2,1189,2
"273","KBW_2_0019",7,3,4,42.88,2.86,"M",42.88,0,2,0,5,0,-0.081267,34.9729,7,2,1194,2
"274","KBW_3_0054",7,3,4,65.9,8.86,"M",65.9,0,0,0,4,0,-0.081267,34.978083,7,2,1184,2
"275","KBW_3_0066",8,4,4,47.89,2.86,"M",47.89,0,1,0,4,0,-0.081283,34.97605,8,2,1194,2
"276","KBW_2_0015",6,4,2,45.88,3.86,"M",45.88,0,1,0,4,0,-0.0813,34.974583,6,2,1193,2
"277","KBW_2_0066",4,1,3,73.9,20.87,"M",73.9,2,0,0,0,0,-0.081317,34.975167,4,2,1188,2
"278","KBW_1_0077",4,2,2,72.9,12.86,"M",72.9,0,0,0,2,0,-0.08135,34.968233,4,2,1189,2
"279","KBW_1_0083",6,3,3,74.91,1.85,"M",74.91,0,1,0,4,0,-0.081433,34.968667,6,2,1194,2
"280","KBW_2_0068",3,1,2,60.9,17.87,"F",60.9,1,0,0,1,0,-0.08145,34.9753,3,2,1190,2
"281","KBW_3_0026",4,3,1,46.89,2.86,"M",46.89,0,2,0,2,0,-0.081467,34.9802,4,2,1188,2
"282","KBW_1_0080",4,3,1,29.87,1.85,"M",29.87,0,2,0,2,0,-0.0815,34.968267,4,2,1193,2
"283","KBW_3_0057",6,2,4,50.89,8.86,"M",50.89,0,0,0,3,0,-0.081517,34.976733,6,2,1187,2
"284","KBW_1_0079",5,4,1,31.88,4.86,"M",31.88,0,1,0,3,0,-0.081517,34.968167,5,2,1192,2
"285","KBW_1_0088",3,2,1,26.87,4.86,"M",26.87,0,1,0,1,0,-0.081533,34.970483,3,2,1198,2
"286","KBC_6_0123",3,2,1,65.59,9.88,"F",65.59,0,0,0,2,0,-0.08155,34.9972,3,2,1196,2
"287","KBW_2_0017",2,2,0,48.89,15.87,"F",48.89,0,0,0,1,0,-0.0816,34.97345,2,2,1195,2
"288","KBW_3_0024",4,1,3,23.87,0.36,"M",23.87,0,2,1,2,0,-0.081617,34.98015,4,2,1189,2
"289","KBW_3_0025",3,2,1,68.9,11.87,"F",68.9,0,0,0,2,0,-0.081617,34.980333,3,2,1188,2
"290","KBW_3_0056",1,1,0,58.9,58.9,"F",58.9,0,0,0,0,0,-0.08165,34.97755,1,2,1188,2
"291","KBC_6_0124",2,1,1,23.39,19.89,"M",23.39,0,0,0,0,0,-0.081667,34.983583,2,2,1197,2
"292","KBW_1_0087",6,5,1,50.89,5.86,"F",50.89,0,0,0,5,0,-0.081667,34.970667,6,2,1196,2
"293","KBW_1_0064",4,2,2,65.9,1.85,"F",65.9,0,1,0,2,0,-0.081683,34.967533,4,2,1191,2
"294","KBW_3_0027",5,3,2,57.9,5.86,"M",57.9,0,0,0,3,0,-0.081683,34.996167,5,2,1188,2
"295","KBW_3_0028",3,2,1,36.88,3.86,"M",36.88,0,1,0,1,0,-0.0817,34.979667,3,2,1188,2
"296","KBW_2_0016",8,4,4,54.89,5.86,"M",54.89,0,0,0,6,0,-0.081783,34.9734,8,2,1193,2
"297","KBW_2_0065",6,3,3,31.88,0.36,"M",31.88,0,4,1,4,0,-0.081783,34.975017,6,2,1187,2
"298","KBW_2_0033",5,3,2,32.88,8.86,"M",32.88,0,0,0,3,0,-0.081817,34.9725,5,2,1182,2
"299","KBW_1_0066",8,5,3,30.88,1.85,"M",30.88,0,4,0,6,0,-0.081867,34.967433,8,2,1190,2
"300","KBW_3_0029",7,4,3,40.88,4.86,"F",36.88,0,1,0,5,0,-0.081867,34.97935,7,2,1187,2
"301","KBC_6_0125",2,1,1,80.18,69.92,"M",80.18,0,0,0,0,0,-0.0819,34.9977,2,2,1197,2
"302","KBW_1_0067",2,1,1,20.87,2.86,"F",20.87,0,1,0,1,0,-0.081917,34.967467,2,2,1190,2
"303","KBC_6_0126",7,5,2,65.59,4.46,"F",65.59,0,1,0,5,0,-0.081967,34.999767,7,2,1199,2
"304","KBW_3_0055",6,2,4,36.88,2.86,"M",36.88,6,1,0,4,0,-0.08205,34.977833,6,2,1185,2
"305","KBW_2_0036",3,2,1,34.88,5.86,"F",34.88,0,0,0,2,0,-0.08205,34.973233,3,2,1184,2
"306","KBW_2_0034",3,1,2,45.88,10.86,"F",45.88,0,0,0,1,0,-0.0821,34.972967,3,2,1183,2
"307","KBC_6_0129",5,2,3,32.32,0.13,"M",32.32,0,3,1,3,0,-0.082117,34.999733,5,2,1200,2
"308","KBC_7_0001",4,1,3,79.42,5.28,"F",79.42,0,0,0,3,0,-0.082117,34.99645,4,2,1190,2
"309","KBW_1_0062",7,4,3,61.9,15.87,"M",61.9,0,0,0,2,0,-0.082133,34.9673,7,2,1189,2
"310","KBC_9_0026",1,1,0,50.16,50.16,NA,NA,0,0,0,0,0,-0.082133,34.996117,1,2,1192,2
"311","KBC_9_0025",6,4,2,61.25,2.3,"M",61.25,0,2,0,2,0,-0.08215,34.99615,6,2,1192,2
"312","KBW_1_0086",2,2,0,50.89,13.86,"F",50.89,0,0,0,1,0,-0.0822,34.970617,2,2,1196,2
"313","KBC_7_0003",10,6,4,43.4,2.7,"M",43.4,0,2,0,7,0,-0.08225,34.996933,10,2,1190,2
"314","KBW_5_0003",2,1,1,28.47,21.72,"M",28.47,0,0,0,0,0,-0.082367,34.974783,2,2,1177,2
"315","KBW_5_0002",6,4,2,35.56,2.78,"M",35.56,0,1,0,4,0,-0.082367,34.974833,6,2,1169,2
"316","KBC_7_0005",4,2,2,60.41,8.38,"M",60.41,0,0,0,2,0,-0.082383,34.997033,4,2,1192,2
"317","KBW_1_0085",3,1,2,75.91,12.86,"M",75.91,0,0,0,2,0,-0.0824,34.970567,3,2,1196,2
"318","KBW_2_0037",4,2,2,75.91,16.87,"M",75.91,0,0,0,1,0,-0.0824,34.972433,4,2,1184,2
"319","KBW_2_0038",1,1,0,54.89,54.89,"F",54.89,0,0,0,0,0,-0.082433,34.972333,1,2,1185,2
"320","KBW_5_0004",2,1,1,21.79,21.72,"M",21.79,0,0,0,0,0,-0.082483,34.974817,2,2,1178,2
"321","KBW_2_0039",2,1,1,55.89,12.86,"F",55.89,0,0,0,1,0,-0.082517,34.97255,2,2,1185,2
"322","KBC_9_0024",3,2,1,25.57,1.21,"M",25.57,0,1,0,1,0,-0.082583,34.996283,3,2,1190,2
"323","KBC_9_0023",1,1,0,61.25,61.25,"F",61.25,0,0,0,0,0,-0.082617,34.996217,1,2,1192,2
"324","KBC_7_0009",3,1,2,43.9,11.46,"M",43.9,0,0,0,1,0,-0.082633,34.997017,3,2,1190,2
"325","KBC_6_0139",1,1,0,76.68,76.68,"F",76.68,0,0,0,0,0,-0.0827,34.999867,1,2,1193,2
"326","KBW_1_0061",5,2,3,29.87,2.86,"M",29.87,0,2,0,3,0,-0.0827,34.967633,5,2,1189,2
"327","KBW_1_0096",10,6,4,50.89,0.19,"M",50.89,0,3,1,6,0,-0.0827,34.965133,0,2,1189,2
"328","KBW_1_0012",6,2,4,61.89,7.86,"M",61.89,0,0,0,3,0,-0.082717,34.969667,6,2,1192,2
"329","KBW_5_0010",3,1,2,28.64,0.86,"M",28.64,0,1,1,2,0,-0.082733,34.974483,0,2,1184,2
"330","KBW_1_0015",6,3,3,110.93,0.69,"M",110.93,0,2,1,4,0,-0.082733,34.969367,6,2,1193,2
"331","KBW_5_0005",4,2,2,44.89,5.62,"M",44.89,2,0,0,2,0,-0.08275,34.97485,4,2,1180,2
"332","KBW_5_0008",4,2,2,33.56,0.62,"M",33.56,0,1,1,2,0,-0.08275,34.974567,4,2,1183,2
"333","KBW_1_0059",6,3,3,65.9,6.86,"F",65.9,0,0,0,3,0,-0.08275,34.96775,6,2,1188,2
"334","KBC_9_0022",10,5,5,62.34,1.21,"M",62.34,0,3,0,7,0,-0.08275,34.995783,10,2,1191,2
"335","KBW_3_0069",1,1,0,36.88,36.88,"F",36.88,0,0,0,0,0,-0.082783,34.9767,1,2,1193,2
"336","KBC_7_0008",1,1,0,60.58,60.58,"F",60.58,1,0,0,0,0,-0.082783,34.996967,1,2,1190,2
"337","KBW_3_0075",5,2,3,78.91,13.87,"F",78.91,0,0,0,1,0,-0.0828,34.980083,5,2,1190,2
"338","KBW_1_0051",1,1,0,26.87,26.87,"F",26.87,0,0,0,0,0,-0.0828,34.96935,1,2,1181,2
"339","KBW_5_0011",6,5,1,34.3,0.2,"F",34.3,0,1,1,5,0,-0.082833,34.9748,6,2,1185,2
"340","KBW_1_0016",2,1,1,24.87,18.87,"M",24.87,0,0,0,0,0,-0.082833,34.969117,2,2,1193,2
"341","KBW_3_0074",7,4,3,42.89,2.86,"F",42.89,0,1,0,6,0,-0.082833,34.978183,7,2,1191,2
"342","KBW_5_0051",7,3,4,50.9,0.78,"M",50.9,0,1,1,4,0,-0.082833,34.973783,7,2,1152,2
"343","KBW_1_0060",3,1,2,27.87,1.85,"M",27.87,2,1,0,1,0,-0.082833,34.967633,3,2,1188,2
"344","KBC_9_0020",4,1,3,63.43,2.3,"F",63.43,0,1,0,2,0,-0.082867,34.995617,4,2,1190,2
"345","KBW_3_0067",5,3,2,37.88,7.86,"F",37.88,0,0,0,4,0,-0.082883,34.976717,5,2,1192,2
"346","KBC_6_0138",4,3,1,48.82,5.55,"M",48.82,4,0,0,2,0,-0.082917,34.998567,4,2,1195,2
"347","KBW_1_0014",6,4,2,34.88,1.85,"M",34.88,0,1,0,4,0,-0.082917,34.969217,6,2,1192,2
"348","KBW_3_0068",1,1,0,69.9,69.9,"F",69.9,0,0,0,0,0,-0.082917,34.976467,1,2,1193,2
"349","KBW_1_0050",5,2,3,110.93,1.85,"M",110.93,0,3,0,3,0,-0.082917,34.969683,5,2,1181,2
"350","KBC_9_0021",4,1,3,34.49,2.3,"M",34.49,0,2,0,2,0,-0.082917,34.99575,4,2,1191,2
"351","KBW_1_0013",3,1,2,76.9,22.87,"M",76.9,0,0,0,0,0,-0.08295,34.969317,3,2,1192,2
"352","KBW_1_0020",2,1,1,68.9,58.89,"M",68.9,0,0,0,0,0,-0.083017,34.967733,2,2,1191,2
"353","KBW_5_0017",1,1,0,24.88,24.88,"F",24.88,0,0,0,0,0,-0.08305,34.974533,1,2,1187,2
"354","KBW_1_0011",7,5,2,65.9,7.86,"M",65.9,0,0,0,5,0,-0.08305,34.97,7,2,1192,2
"355","KBW_1_0021",6,2,4,32.87,0.77,"M",32.87,0,2,1,4,0,-0.0831,34.967683,6,2,1193,2
"356","KBW_5_0015",3,1,2,27.39,1.28,"M",27.39,0,1,0,1,0,-0.083117,34.974433,3,2,1186,2
"357","KBW_5_0016",4,2,2,35.39,1.86,"M",35.39,0,1,0,2,0,-0.083117,34.974533,0,2,1187,2
"358","KBW_5_0034",5,3,2,24.38,1.03,"M",24.38,0,2,0,3,0,-0.083117,34.975167,5,2,1189,2
"359","KBW_1_0006",5,3,2,110.93,3.85,"F",110.93,0,1,0,4,0,-0.083117,34.97265,5,2,1190,2
"360","KBW_1_0007",3,1,2,60.89,11.86,"M",60.89,0,0,0,1,0,-0.083117,34.97265,3,2,1190,2
"361","KBC_7_0010",3,2,1,63.5,4.29,"M",63.5,0,1,0,1,0,-0.083117,34.996533,3,2,1191,2
"362","KBW_3_0077",7,4,3,55.9,1.86,"M",55.9,0,1,0,2,0,-0.083133,34.98035,7,2,1191,2
"363","KBW_1_0005",9,2,7,60.64,7.85,"M",60.64,0,0,0,6,0,-0.083133,34.972733,9,2,1190,2
"364","KBW_5_0049",7,4,3,34.89,8.87,"F",34.89,0,0,0,6,0,-0.08315,34.9727,7,2,1153,2
"365","KBW_3_0070",2,1,1,28.88,24.87,"M",28.88,0,0,0,0,0,-0.083167,34.976567,2,2,1192,2
"366","KBC_7_0012",5,3,2,28.3,2.45,"M",28.3,0,1,0,3,0,-0.0832,34.997183,5,2,1191,2
"367","KBW_1_0022",6,4,2,38.88,2.85,"M",38.88,0,1,0,4,0,-0.083233,34.967833,6,2,1193,2
"368","KBW_3_0073",5,2,3,46.89,18.87,"M",46.89,0,0,0,0,0,-0.08325,34.977733,5,2,1191,2
"369","KBW_3_0076",9,5,4,56.9,2.86,"M",56.9,0,1,0,5,0,-0.08325,34.9804,9,2,1190,2
"370","KBW_5_0033",6,4,2,24.3,3.87,"F",24.3,0,1,0,5,0,-0.083267,34.97525,6,2,1190,2
"371","KBW_1_0023",4,1,3,30.87,0.36,"M",30.87,0,2,1,2,0,-0.0833,34.967717,4,2,1193,2
"372","KBW_5_0035",5,2,3,46.4,1.62,"M",46.4,0,1,0,1,0,-0.083333,34.975217,5,2,1189,2
"373","KBC_9_0019",9,2,7,48.83,4.47,"M",48.83,0,1,0,6,0,-0.08335,34.995667,9,2,1192,2
"374","KBC_6_0140",7,3,4,34.48,5.55,"M",34.48,7,0,0,4,0,-0.083383,34.9997,7,2,1192,2
"375","KBC_6_0141",5,4,1,36.65,2.29,"M",36.65,0,1,0,3,0,-0.083383,34.984917,5,2,1191,2
"376","KBW_5_0030",7,3,4,31.72,1.86,"M",30.64,0,2,0,5,0,-0.0834,34.97515,7,2,1190,2
"377","KBW_1_0017",4,3,1,25.87,1.85,"M",25.87,0,2,0,2,0,-0.083433,34.969067,4,2,1192,2
"378","KBW_1_0019",6,2,4,28.87,2.85,"M",28.87,0,2,0,4,0,-0.083433,34.96835,6,2,1191,2
"379","KBW_5_0031",8,3,5,35.39,1.78,"F",35.39,0,2,0,7,0,-0.083467,34.97515,8,2,1190,2
"380","KBW_3_0072",4,3,1,27.88,1.86,"F",27.88,0,1,0,3,0,-0.083483,34.977367,4,2,1190,2
"381","KBW_5_0036",4,3,1,40.56,3.37,"M",40.56,0,1,0,2,0,-0.08355,34.9763,4,2,1189,2
"382","KBW_1_0057",8,4,4,30.88,2.86,"M",30.88,0,2,0,6,0,-0.08355,34.96655,8,2,1186,2
"383","KBW_5_0032",4,2,2,35.8,5.37,"F",35.8,0,0,0,3,0,-0.083583,34.97515,4,2,1190,2
"384","KBW_1_0058",7,4,3,28.87,3.86,"M",28.87,0,1,0,5,0,-0.083633,34.966983,7,2,1186,2
"385","KBW_1_0001",7,3,4,33.87,1.85,"M",33.87,0,1,0,5,0,-0.083633,34.973133,7,2,1150,2
"386","KBC_9_0018",2,1,1,66.68,58.84,"M",66.68,0,0,0,0,0,-0.083667,34.996183,2,2,1190,2
"387","KBC_7_0077",6,2,4,30.39,0.78,"M",30.39,0,3,1,4,0,-0.083683,34.99575,6,2,1197,2
"388","KBW_5_0029",7,3,4,37.31,4.45,"M",37.31,0,1,0,5,0,-0.0837,34.975033,7,2,1189,2
"389","KBW_1_0008",4,2,2,110.93,11.86,"F",110.93,0,0,0,3,0,-0.0837,34.9717,4,2,1191,2
"390","KBW_5_0086",5,2,3,29.88,1.86,"M",29.88,0,1,0,3,0,-0.083717,34.975083,5,2,1193,2
"391","KBC_7_0014",5,2,3,62.91,9.38,"F",62.91,0,0,0,4,0,-0.083717,34.997517,5,2,1191,2
"392","KBW_1_0052",3,1,2,80.91,12.86,"F",80.91,0,0,0,2,0,-0.08375,34.967817,3,2,1182,2
"393","KBW_5_0020",4,3,1,26.05,0.37,"M",26.05,0,2,1,2,0,-0.083767,34.974983,4,2,1190,2
"394","KBW_5_0018",2,1,1,41.31,37.39,"M",41.31,0,0,0,0,0,-0.083783,34.975033,2,2,1190,2
"395","KBW_5_0021",2,1,1,23.63,16.87,"M",23.63,2,0,0,1,0,-0.083783,34.974967,2,2,1190,2
"396","KBW_5_0085",5,2,3,25.88,0.53,"M",25.88,0,3,2,3,0,-0.083783,34.975117,5,2,1194,2
"397","KBW_5_0019",4,2,2,36.31,3.03,"M",36.31,0,1,0,2,0,-0.083817,34.975033,4,2,1191,2
"398","KBC_7_0016",2,1,1,32.31,4.37,"M",32.31,0,1,0,1,0,-0.083833,34.9976,2,2,1194,2
"399","KBW_5_0027",6,5,1,48.9,4.03,"M",48.9,0,1,0,3,0,-0.08385,34.9749,6,2,1189,2
"400","KBW_5_0026",5,4,1,32.47,3.37,"F",32.47,0,1,0,4,0,-0.0839,34.974933,5,2,1189,2
"401","KBC_7_0015",6,2,4,30.39,3.37,"M",30.39,0,1,0,4,0,-0.0839,34.997533,6,2,1194,2
"402","KBC_7_0017",3,1,2,24.3,2.54,"M",24.3,0,1,0,1,0,-0.0839,34.997533,3,2,1194,2
"403","KBW_1_0010",4,2,2,58.89,4.85,"M",58.89,0,1,0,2,0,-0.083933,34.970667,4,2,1192,2
"404","KBC_7_0071",7,3,4,73.5,13.38,"M",73.5,0,0,0,1,0,-0.08395,34.995233,7,2,1193,2
"405","KBW_1_0024",4,2,2,24.87,0.85,"M",23.87,0,2,1,2,0,-0.084167,34.967183,4,2,1192,2
"406","KBC_7_0072",7,4,3,80.42,11.71,"M",80.42,0,0,0,4,0,-0.084167,34.99555,7,2,1194,2
"407","KBC_7_0018",7,2,5,28.39,0.37,"M",28.39,0,4,1,5,0,-0.084183,34.9978,7,2,1193,2
"408","KBC_7_0073",3,2,1,31.39,17.38,"F",31.39,0,0,0,1,0,-0.084183,34.9957,3,2,1195,2
"409","KBW_1_0002",3,2,1,65.31,11.86,"M",65.31,0,0,0,1,0,-0.084283,34.972333,3,2,1188,2
"410","KBW_1_0026",4,1,3,80.91,3.85,"F",80.91,0,1,0,3,0,-0.0843,34.966717,4,2,1192,2
"411","KBC_7_0075",4,2,2,35.39,4.29,"M",35.39,0,1,0,2,0,-0.084317,34.962233,4,2,1196,2
"412","KBC_7_0070",6,3,3,34.64,1.12,"M",34.64,0,2,0,4,0,-0.084333,34.995033,6,2,1193,2
"413","KBW_1_0055",6,4,2,58.9,2.86,"F",58.9,0,1,0,5,0,-0.084367,34.96655,6,2,1183,2
"414","KBW_1_0003",5,5,0,31.04,1.76,"F",31.04,0,1,0,4,0,-0.084367,34.972283,5,2,1188,2
"415","KBC_7_0022",5,2,3,33.39,3.37,"M",33.39,0,1,0,3,0,-0.084383,34.9974,5,2,1193,2
"416","KBW_5_0046",4,1,3,110.94,2.87,"M",110.94,0,2,0,2,0,-0.0845,34.980767,4,2,1194,2
"417","KBW_1_0054",5,3,2,30.88,1.85,"M",30.88,0,3,0,3,0,-0.084517,34.967217,5,2,1183,2
"418","KBW_1_0053",4,3,1,48.89,12.86,"F",48.89,0,0,0,2,0,-0.084533,34.967417,4,2,1181,2
"419","KBC_7_0023",2,1,1,70.42,60.75,"M",70.42,0,0,0,0,0,-0.0846,34.997417,2,2,1193,2
"420","KBW_1_0056",7,4,3,27.87,0.61,"M",27.87,0,3,1,5,0,-0.084617,34.966367,7,2,1185,2
"421","KBC_7_0067",3,1,2,67.83,23.64,"M",67.83,0,0,0,0,0,-0.084667,34.995217,3,2,1193,2
"422","KBC_7_0068",2,1,1,25.64,20.63,"M",25.64,0,0,0,0,0,-0.0847,34.99545,2,2,1194,2
"423","KBW_5_0045",6,2,4,28.88,1.86,"M",28.88,0,2,0,4,0,-0.084717,34.98015,6,2,1196,2
"424","KBC_6_0143",2,2,0,58.83,15.56,"F",58.83,0,0,0,1,0,-0.084783,34.998917,2,2,1190,2
"425","KBC_7_0066",6,3,3,23.8,0.54,"M",23.8,0,2,1,4,0,-0.084817,34.995683,6,2,1193,2
"426","KBC_7_0069",6,3,3,31.31,3.2,"M",13.38,0,1,0,5,0,-0.084833,34.995383,6,2,1193,2
"427","KBC_7_0080",3,1,2,25.39,2.78,"M",25.39,0,1,0,1,0,-0.084883,34.9966,3,2,1199,2
"428","KBC_7_0079",2,1,1,60.82,15.63,"F",60.82,0,0,0,1,0,-0.084917,34.996633,2,2,1196,2
"429","KBC_7_0081",7,4,3,41.4,1.62,"M",41.4,0,3,0,4,0,-0.084933,34.99655,7,2,1199,2
"430","KBW_5_0038",7,2,5,35.56,0.53,"M",35.56,2,2,1,5,0,-0.08495,34.97855,7,2,1191,2
"431","KBC_6_0142",3,3,0,62.33,18.8,"F",62.33,0,0,0,0,0,-0.085,34.998767,3,2,1191,2
"432","KBW_1_0027",7,4,3,41.88,2.85,"M",41.88,0,2,0,5,0,-0.085,34.966533,7,2,1192,2
"433","KBC_7_0065",5,2,3,60.82,12.55,"M",60.82,0,0,0,2,0,-0.085,34.995817,5,2,1193,2
"434","KBW_5_0044",2,1,1,18.88,15.87,"M",18.88,1,0,0,1,0,-0.08505,34.97865,2,2,1196,2
"435","KBW_5_0037",8,3,5,71.16,3.87,"M",71.16,0,2,0,4,0,-0.085067,34.97745,8,2,1190,2
"436","KBW_1_0044",2,1,1,33.87,26.87,"M",33.87,0,0,0,0,0,-0.085083,34.965017,2,2,1178,2
"437","KBC_7_0064",1,1,0,55.82,55.82,"F",55.82,0,0,0,0,0,-0.085083,34.995633,1,2,1193,2
"438","KBW_1_0028",3,1,2,75.9,14.86,"F",75.9,0,0,0,1,0,-0.085167,34.96605,3,2,1191,2
"439","KBC_7_0063",3,2,1,60.33,14.79,"M",60.33,0,0,0,1,0,-0.085167,34.995517,3,2,1192,2
"440","KBW_5_0043",2,1,1,45.89,13.87,"F",45.89,0,0,0,1,0,-0.08525,34.978583,2,2,1196,2
"441","KBW_1_0029",8,3,5,73.9,1.85,"M",73.9,0,1,0,6,0,-0.085433,34.966283,8,2,1190,2
"442","KBC_7_0061",2,1,1,71.67,12.79,"F",71.67,0,0,0,1,0,-0.085433,34.995117,2,2,1192,2
